2;841
2;425
2;755
2;47
2;758
2;108
2;294
2;900
2;13
2;329
2;304
2;676
2;838
2;37
2;122
2;859
2;729
2;685
2;658
2;113
2;372
2;30
2;217
2;507
2;551
2;855
2;107
2;601
2;333
2;383
2;519
2;869
2;255
2;23
2;52
2;460
2;744
2;418
2;822
2;83
2;355
2;353
2;387
2;806
2;184
2;471
2;97
2;607
2;174
2;213
2;288
2;21
2;126
2;549
2;612
2;440
2;105
2;820
2;763
2;317
2;182
2;327
2;224
2;84
2;394
2;46
2;895
2;173
2;738
2;865
2;662
2;449
2;875
2;330
2;300
2;524
2;848
2;739
2;39
2;448
2;367
2;438
2;716
2;94
2;536
2;490
2;50
2;879
2;153
2;384
2;719
2;579
2;593
2;183
2;546
2;745
2;857
2;453
2;583
2;721
2;55
2;623
2;893
2;389
2;335
2;488
2;280
2;228
2;751
2;508
2;407
2;452
2;81
2;789
2;735
2;175
2;373
2;790
2;409
2;72
2;762
2;70
2;375
2;420
2;505
2;192
2;231
2;111
2;15
2;403
2;571
2;73
2;87
2;561
2;568
2;831
2;645
2;218
2;464
2;221
2;203
2;858
2;714
2;233
2;432
2;531
2;14
2;522
2;614
2;883
2;677
2;866
2;641
2;332
2;348
2;365
2;158
2;326
2;647
2;64
2;276
2;547
2;679
2;151
2;391
2;42
2;376
2;257
2;130
2;369
2;637
2;6
2;423
2;504
2;264
2;670
2;768
2;849
2;281
2;574
2;187
2;756
2;380
2;747
2;188
2;200
2;57
2;620
2;476
2;197
2;246
2;617
2;586
2;796
2;458
2;704
2;734
2;27
2;559
2;307
2;78
2;594
2;416
2;238
2;667
2;176
2;18
2;648
2;56
2;62
2;412
2;675
2;478
2;847
2;268
2;706
2;16
2;414
2;159
2;720
2;726
2;618
2;722
2;36
2;509
2;804
2;71
2;542
2;621
2;320
2;749
2;592
2;708
2;733
2;837
2;92
2;649
2;271
2;396
2;429
2;684
2;405
2;498
2;350
2;517
2;740
2;867
2;825
2;447
2;652
2;770
2;812
2;765
2;216
2;638
2;374
2;337
2;502
2;544
2;613
2;402
2;232
2;285
2;66
2;247
2;631
2;710
2;243
2;887
2;545
2;5
2;129
2;661
2;873
2;128
2;659
2;775
2;885
2;463
2;397
2;817
2;520
2;242
2;240
2;846
2;827
2;395
2;53
2;864
2;261
2;9
2;63
2;554
2;530
2;851
2;156
2;668
2;694
2;211
2;399
2;809
2;88
2;511
2;290
2;798
2;630
2;361
2;493
2;731
2;136
2;803
2;604
2;377
2;323
2;29
2;567
2;591
2;701
2;748
2;322
2;8
2;725
2;370
2;437
2;41
2;472
2;830
2;82
2;410
2;635
2;624
2;291
2;482
2;256
2;222
2;779
2;884
2;137
2;664
2;826
2;69
2;491
2;48
2;786
2;654
2;757
2;819
2;527
2;881
2;299
2;642
2;840
2;284
2;473
2;143
2;67
2;117
2;313
2;558
2;40
2;302
2;802
2;265
2;776
2;784
2;633
2;603
2;24
2;44
2;109
2;497
2;718
2;10
2;538
2;433
2;415
2;459
2;578
2;155
2;499
2;54
2;590
2;205
2;529
2;354
2;226
2;435
2;20
2;345
2;237
2;695
2;170
2;406
2;877
2;834
2;161
2;289
2;169
2;344
2;521
2;58
2;208
2;605
2;821
2;318
2;526
2;562
2;643
2;207
2;312
2;506
2;732
2;711
2;334
2;833
2;164
2;140
2;206
2;379
2;539
2;185
2;853
2;371
2;79
2;251
2;808
2;619
2;359
2;537
2;28
2;696
2;68
2;446
2;120
2;564
2;148
2;810
2;793
2;868
2;180
2;282
2;585
2;35
2;766
2;225
2;266
2;516
2;11
2;4
2;259
2;852
2;863
2;244
2;422
2;341
2;324
2;773
2;274
2;532
2;514
2;730
2;477
2;839
2;485
2;486
2;114
2;390
2;31
2;772
2;357
2;400
2;293
2;427
2;269
2;45
2;245
2;32
2;717
2;404
2;201
2;474
2;145
2;428
2;644
2;154
2;191
2;898
2;818
2;181
2;189
2;272
2;606
2;465
2;310
2;759
2;899
2;342
2;349
2;135
2;663
2;366
2;219
2;74
2;343
2;632
2;856
2;360
2;60
2;25
2;480
2;811
2;331
2;283
2;468
2;655
2;309
2;589
2;38
2;836
2;178
2;347
2;805
2;862
2;444
2;682
2;736
2;91
2;273
2;59
2;576
2;584
2;110
2;43
2;118
2;599
2;660
2;897
2;411
2;550
2;19
2;646
2;556
2;528
2;783
2;874
2;639
2;489
2;419
2;223
2;801
2;198
2;510
2;629
2;162
2;573
2;401
2;466
2;533
2;692
2;575
2;750
2;249
2;481
2;229
2;814
2;788
2;700
2;823
2;843
2;552
2;364
2;800
2;163
2;587
2;598
2;85
2;792
2;436
2;572
2;112
2;595
2;628
2;713
2;891
2;133
2;421
2;512
2;742
2;267
2;443
2;829
2;525
2;311
2;417
2;582
2;886
2;100
2;236
2;816
2;115
2;190
2;760
2;260
2;653
2;686
2;90
2;250
2;385
2;212
2;535
2;106
2;697
2;543
2;193
2;880
2;296
2;780
2;566
2;844
2;439
2;49
2;301
2;743
2;876
2;86
2;262
2;723
2;152
2;277
2;681
2;588
2;149
2;340
2;492
2;741
2;541
2;794
2;305
2;77
2;581
2;795
2;699
2;669
2;131
2;119
2;368
2;625
2;408
2;298
2;777
2;703
2;413
2;483
2;597
2;870
2;600
2;17
2;434
2;7
2;241
2;227
2;665
2;878
2;177
2;634
2;487
2;555
2;622
2;577
2;316
2;616
2;727
2;398
2;673
2;171
2;687
2;101
2;534
2;157
2;462
2;565
2;295
2;172
2;258
2;352
2;26
2;214
2;671
2;308
2;102
2;882
2;325
2;454
2;457
2;210
2;791
2;125
2;287
2;610
2;199
2;683
2;666
2;709
2;358
2;104
2;441
2;767
2;785
2;888
2;470
2;705
2;248
2;292
2;76
2;275
2;98
2;712
2;286
2;540
2;715
2;689
2;34
2;523
2;764
2;824
2;835
2;707
2;501
2;774
2;657
2;761
2;563
2;336
2;513
2;518
2;239
2;484
2;450
2;627
2;894
2;746
2;832
2;194
2;442
2;807
2;362
2;752
2;461
2;351
2;195
2;842
2;142
2;724
2;778
2;515
2;871
2;321
2;569
2;196
2;139
2;702
2;889
2;234
2;608
2;388
2;144
2;132
2;479
2;896
2;80
2;431
2;693
2;165
2;89
2;553
2;235
2;319
2;160
2;167
2;204
2;61
2;96
2;674
2;688
2;254
2;179
2;626
2;850
2;451
2;828
2;93
2;186
2;698
2;797
2;51
2;363
2;99
2;494
2;270
2;890
2;872
2;65
2;771
2;455
2;150
2;315
2;328
2;166
2;782
2;815
2;116
2;500
2;813
2;503
2;346
2;467
2;754
2;392
2;306
2;121
2;103
2;651
2;314
2;278
2;799
2;496
2;263
2;339
2;124
2;134
2;386
2;691
2;393
2;12
2;781
2;252
2;892
2;580
2;860
2;378
2;127
2;220
2;596
2;560
2;640
2;854
2;650
2;787
2;609
2;557
2;615
2;737
2;475
2;678
2;75
2;253
2;753
2;338
2;445
2;469
2;548
2;141
2;680
2;769
2;297
2;570
2;209
2;138
2;656
2;495
2;33
2;861
2;303
2;602
2;146
2;202
2;672
2;728
2;22
2;279
2;168
2;382
2;430
2;690
2;147
2;845
2;636
2;215
2;356
2;381
2;426
2;95
2;123
2;230
2;424
2;456
2;611
